Repo,Error
RenrenYGO/Team-06-BSCS3CD,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/RenrenYGO/Team-06-BSCS3CD (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB40E50>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
qxhome/rk3568-kernel5.10-alldrivers,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/qxhome/rk3568-kernel5.10-alldrivers (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB42560>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
ArrowOS-Devices/android_kernel_xiaomi_vayu,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/ArrowOS-Devices/android_kernel_xiaomi_vayu (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB401C0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
jay3000bc/EnterpriseManagementSystem,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/jay3000bc/EnterpriseManagementSystem (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB43B80>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
aiqm/aimnet,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/aiqm/aimnet (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB40190>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
friendica/friendica-addons,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/friendica/friendica-addons (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB43C70>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
Tencent/GameAISDK,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/Tencent/GameAISDK (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB42350>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
SYMMKA/sih2020,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/SYMMKA/sih2020 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB41900>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
iekumdario/naochat,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/iekumdario/naochat (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB42CB0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
RenderBroken/op7-kernel,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/RenderBroken/op7-kernel (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB430A0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
ClicShopping/ClicShopping_V3,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/ClicShopping/ClicShopping_V3 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB420B0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
PacktPublishing/Learning-Robotics-using-Python,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/PacktPublishing/Learning-Robotics-using-Python (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB40E50>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
tweakunwanted/OpenXC-Player,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/tweakunwanted/OpenXC-Player (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB42560>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
Dreamfullstacker/Laravel-Livestream-website,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/Dreamfullstacker/Laravel-Livestream-website (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB401C0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
wikimedia/wikimedia-wikimania-scholarships,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/wikimedia/wikimedia-wikimania-scholarships (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB43B80>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
pquerna/tls-client-hello-stats,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/pquerna/tls-client-hello-stats (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB40190>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
UtsavBalar1231/kernel_samsung_universal9611,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/UtsavBalar1231/kernel_samsung_universal9611 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB43C70>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
pulp/crane,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/pulp/crane (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB42350>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
ploigos/ploigos-step-runner,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/ploigos/ploigos-step-runner (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB41900>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
ivam3/i-Haklab,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/ivam3/i-Haklab (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB42CB0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
leonardoamaro-dev/ecommerce-betting-system,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/leonardoamaro-dev/ecommerce-betting-system (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB430A0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
davitpapikyan/Probabilistic-Downscaling-of-Climate-Variables,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/davitpapikyan/Probabilistic-Downscaling-of-Climate-Variables (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB420B0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
LineageOS/android_kernel_oneplus_sm8150,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/LineageOS/android_kernel_oneplus_sm8150 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB40E50>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
hyperledger-labs/fabric-token-sdk,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/hyperledger-labs/fabric-token-sdk (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB42560>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
joomla/volunteers.joomla.org,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/joomla/volunteers.joomla.org (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB401C0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
pingcap/website,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/pingcap/website (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB43B80>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
realme-kernel-opensource/realme6Pro-kernel-source,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/realme-kernel-opensource/realme6Pro-kernel-source (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB40190>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
realme-kernel-opensource/realme_C3_C3i_6i_7i__Narzo_10_10A_20_30A__AndroidR-kernel-source,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/realme-kernel-opensource/realme_C3_C3i_6i_7i__Narzo_10_10A_20_30A__AndroidR-kernel-source (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB43C70>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
WireGuard/wireguard-linux,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/WireGuard/wireguard-linux (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB42350>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
wolves-aman/AmanCTF,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/wolves-aman/AmanCTF (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB41900>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
epsylon/PyAISnake,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/epsylon/PyAISnake (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB42CB0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
monome/linux,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/monome/linux (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB430A0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
rs3lab/Odinfs,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/rs3lab/Odinfs (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB420B0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
forslund/fallback-aiml,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/forslund/fallback-aiml (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB40E50>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
peter-kimanzi/Social-Media-site,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/peter-kimanzi/Social-Media-site (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB42560>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
AcceleratedLinux/accelerated-linux,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/AcceleratedLinux/accelerated-linux (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB401C0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
LuanHalaiko/kernel_raphael_sm8150,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/LuanHalaiko/kernel_raphael_sm8150 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB43B80>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
sevan/viewpoint-linux,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/sevan/viewpoint-linux (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB40190>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
redcliff-op/android_kernel_xiaomi_phoenix,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/redcliff-op/android_kernel_xiaomi_phoenix (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB43C70>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
ch710798472/python_aiml_rebot,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/ch710798472/python_aiml_rebot (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB42350>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
DZCP-Community/DZCP-1.6,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/DZCP-Community/DZCP-1.6 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB41900>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
OpenTermsArchive/contrib-versions,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/OpenTermsArchive/contrib-versions (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB42CB0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
wugeyun/yiivii,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/wugeyun/yiivii (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB430A0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
kaivalya98/hacktoberfest2022,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/kaivalya98/hacktoberfest2022 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB420B0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
ksyang2013/aimsgb,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/ksyang2013/aimsgb (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB40E50>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
Demon000/kernel_xiaomi_sm6250,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/Demon000/kernel_xiaomi_sm6250 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB42560>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
duganchen/codesearch,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/duganchen/codesearch (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB401C0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
thinksaas/ThinkSAAS,"HTTPSConnectionPool(host='api.github.com', port=443): Max retries exceeded with url: /repos/thinksaas/ThinkSAAS (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000025CEAB43B80>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))"
